date,Hour,quantity
2015-04-19,21,3
2015-04-19,22,1
2015-04-20,11,5
2015-04-20,12,40
2015-04-20,13,22
2015-04-20,14,1
2015-04-20,15,10
2015-04-20,16,7
2015-04-20,17,15
2015-04-20,18,22
2015-04-20,19,9
2015-04-20,20,10
2015-04-20,21,10
2015-04-21,11,4
2015-04-21,12,24
2015-04-21,13,22
2015-04-21,14,18
2015-04-21,15,7
2015-04-21,16,12
2015-04-21,17,6
2015-04-21,18,11
2015-04-21,19,15
2015-04-21,20,10
2015-04-21,21,3
2015-04-21,22,2
2015-04-22,11,22
2015-04-22,12,11
2015-04-22,13,11
2015-04-22,14,10
2015-04-22,15,13
2015-04-22,16,16
2015-04-22,17,6
2015-04-22,18,20
2015-04-22,19,6
2015-04-22,20,13
2015-04-22,21,6
2015-04-23,11,8
2015-04-23,12,35
2015-04-23,13,8
2015-04-23,14,8
2015-04-23,15,7
2015-04-23,16,16
2015-04-23,17,24
2015-04-23,18,14
2015-04-23,19,15
2015-04-23,20,4
2015-04-23,21,4
2015-04-23,22,1
2015-04-24,11,3
2015-04-24,12,14
2015-04-24,13,26
2015-04-24,14,14
2015-04-24,15,6
2015-04-24,16,16
2015-04-24,17,18
2015-04-24,18,14
2015-04-24,19,31
2015-04-24,20,4
2015-04-24,21,9
2015-04-24,22,18
2015-04-25,12,5
2015-04-25,13,31
2015-04-25,14,4
2015-04-25,15,9
2015-04-25,16,7
2015-04-25,17,15
2015-04-25,18,20
2015-04-25,19,9
2015-04-25,20,12
2015-04-25,21,8
2015-04-25,22,5
2015-04-25,23,1
2015-04-26,11,6
2015-04-26,12,13
2015-04-26,13,8
2015-04-26,14,8
2015-04-26,15,10
2015-04-26,16,2
2015-04-26,17,21
2015-04-26,18,11
2015-04-26,19,15
2015-04-26,20,5
2015-04-26,21,8
2015-04-26,22,4
2015-04-27,11,12
2015-04-27,12,12
2015-04-27,13,20
2015-04-27,14,3
2015-04-27,15,14
2015-04-27,16,20
2015-04-27,17,14
2015-04-27,18,9
2015-04-27,19,11
2015-04-27,20,13
2015-04-27,21,4
2015-04-27,22,1
2015-04-28,11,5
2015-04-28,12,16
2015-04-28,13,18
2015-04-28,14,9
2015-04-28,15,2
2015-04-28,16,17
2015-04-28,17,21
2015-04-28,18,4
2015-04-28,19,12
2015-04-28,22,3
2015-04-29,11,26
2015-04-29,12,7
2015-04-29,13,3
2015-04-29,14,3
2015-04-29,15,6
2015-04-29,16,14
2015-04-29,17,19
2015-04-29,18,3
2015-04-29,19,12
2015-04-29,20,15
2015-04-29,21,3
2015-04-30,11,8
2015-04-30,12,17
2015-04-30,13,42
2015-04-30,14,3
2015-04-30,15,9
2015-04-30,16,5
2015-04-30,17,41
2015-04-30,18,13
2015-04-30,19,13
2015-04-30,20,6
2015-04-30,21,3
2015-04-30,22,3
2015-05-01,11,12
2015-05-01,12,26
2015-05-01,13,13
2015-05-01,14,9
2015-05-01,15,4
2015-05-01,16,14
2015-05-01,17,16
2015-05-01,18,7
2015-05-01,19,23
2015-05-01,20,11
2015-05-01,21,13
2015-05-01,22,6
2015-05-02,11,3
2015-05-02,12,23
2015-05-02,13,4
2015-05-02,14,14
2015-05-02,15,8
2015-05-02,16,12
2015-05-02,17,16
2015-05-02,18,17
2015-05-02,19,16
2015-05-02,20,19
2015-05-02,21,14
2015-05-02,22,6
2015-05-03,11,3
2015-05-03,12,13
2015-05-03,13,19
2015-05-03,14,8
2015-05-03,15,12
2015-05-03,16,15
2015-05-03,17,14
2015-05-03,18,1
2015-05-03,19,12
2015-05-03,20,9
2015-05-03,21,6
2015-05-03,22,2
2015-05-04,11,9
2015-05-04,12,20
2015-05-04,13,15
2015-05-04,14,26
2015-05-04,15,7
2015-05-04,16,12
2015-05-04,17,23
2015-05-04,18,10
2015-05-04,19,12
2015-05-04,20,4
2015-05-04,21,3
2015-05-05,11,3
2015-05-05,12,6
2015-05-05,13,14
2015-05-05,14,13
2015-05-05,15,3
2015-05-05,16,18
2015-05-05,17,16
2015-05-05,18,9
2015-05-05,19,7
2015-05-05,20,11
2015-05-05,21,6
2015-05-05,22,1
2015-05-06,11,6
2015-05-06,12,34
2015-05-06,13,11
2015-05-06,14,4
2015-05-06,15,11
2015-05-06,16,14
2015-05-06,17,20
2015-05-06,18,19
2015-05-06,19,6
2015-05-06,20,5
2015-05-06,21,10
2015-05-07,10,1
2015-05-07,11,9
2015-05-07,12,16
2015-05-07,13,24
2015-05-07,14,5
2015-05-07,15,8
2015-05-07,16,10
2015-05-07,17,22
2015-05-07,18,13
2015-05-07,19,10
2015-05-07,20,11
2015-05-07,21,1
2015-05-07,22,1
2015-05-08,11,8
2015-05-08,12,43
2015-05-08,13,12
2015-05-08,14,3
2015-05-08,15,6
2015-05-08,16,12
2015-05-08,17,21
2015-05-08,18,13
2015-05-08,19,26
2015-05-08,20,8
2015-05-08,21,29
2015-05-09,11,5
2015-05-09,12,7
2015-05-09,13,28
2015-05-09,14,5
2015-05-09,15,12
2015-05-09,16,9
2015-05-09,17,26
2015-05-09,18,13
2015-05-09,19,11
2015-05-09,20,20
2015-05-09,21,5
2015-05-09,22,3
2015-05-10,11,3
2015-05-10,12,31
2015-05-10,13,1
2015-05-10,14,9
2015-05-10,15,20
2015-05-10,16,12
2015-05-10,17,31
2015-05-10,18,14
2015-05-10,19,6
2015-05-10,20,4
2015-05-10,21,6
2015-05-10,22,4
2015-05-11,11,14
2015-05-11,12,15
2015-05-11,13,12
2015-05-11,14,20
2015-05-11,15,1
2015-05-11,16,17
2015-05-11,17,26
2015-05-11,18,7
2015-05-11,19,25
2015-05-11,20,3
2015-05-11,21,4
2015-05-12,11,12
2015-05-12,12,24
2015-05-12,13,13
2015-05-12,14,20
2015-05-12,15,9
2015-05-12,16,10
2015-05-12,17,19
2015-05-12,18,11
2015-05-12,19,7
2015-05-12,20,10
2015-05-12,21,6
2015-05-12,22,1
2015-05-13,11,8
2015-05-13,12,22
2015-05-13,13,13
2015-05-13,14,25
2015-05-13,15,10
2015-05-13,16,8
2015-05-13,17,17
2015-05-13,18,14
2015-05-13,19,10
2015-05-13,20,8
2015-05-13,22,2
2015-05-14,11,13
2015-05-14,12,26
2015-05-14,13,33
2015-05-14,14,7
2015-05-14,15,7
2015-05-14,16,8
2015-05-14,17,14
2015-05-14,18,21
2015-05-14,19,13
2015-05-14,20,12
2015-05-14,21,10
2015-05-15,11,13
2015-05-15,12,6
2015-05-15,13,34
2015-05-15,14,17
2015-05-15,15,7
2015-05-15,16,13
2015-05-15,17,17
2015-05-15,18,32
2015-05-15,19,17
2015-05-15,20,22
2015-05-15,21,18
2015-05-15,22,9
2015-05-16,11,6
2015-05-16,12,8
2015-05-16,13,18
2015-05-16,14,15
2015-05-16,15,10
2015-05-16,16,11
2015-05-16,17,23
2015-05-16,18,13
2015-05-16,19,13
2015-05-16,20,11
2015-05-16,21,14
2015-05-17,11,2
2015-05-17,12,2
2015-05-17,13,16
2015-05-17,14,17
2015-05-17,15,9
2015-05-17,16,6
2015-05-17,17,8
2015-05-17,18,12
2015-05-17,19,13
2015-05-17,20,8
2015-05-17,21,14
2015-05-17,22,2
2015-05-18,11,14
2015-05-18,12,15
2015-05-18,13,4
2015-05-18,14,14
2015-05-18,15,8
2015-05-18,16,19
2015-05-18,17,11
2015-05-18,18,15
2015-05-18,19,14
2015-05-18,20,13
2015-05-18,22,7
2015-05-19,11,17
2015-05-19,12,39
2015-05-19,13,15
2015-05-19,14,2
2015-05-19,15,4
2015-05-19,16,8
2015-05-19,17,7
2015-05-19,18,9
2015-05-19,19,13
2015-05-19,20,3
2015-05-19,21,2
2015-05-20,11,4
2015-05-20,12,32
2015-05-20,13,9
2015-05-20,14,16
2015-05-20,15,17
2015-05-20,16,7
2015-05-20,17,16
2015-05-20,18,13
2015-05-20,19,10
2015-05-20,20,9
2015-05-20,21,1
2015-05-20,22,7
2015-05-21,11,2
2015-05-21,12,19
2015-05-21,13,13
2015-05-21,14,6
2015-05-21,15,4
2015-05-21,16,16
2015-05-21,17,16
2015-05-21,18,13
2015-05-21,19,15
2015-05-21,20,12
2015-05-21,21,7
2015-05-22,11,2
2015-05-22,12,23
2015-05-22,13,19
2015-05-22,14,2
2015-05-22,15,5
2015-05-22,16,26
2015-05-22,17,7
2015-05-22,18,15
2015-05-22,19,21
2015-05-22,20,18
2015-05-22,21,5
2015-05-22,22,10
2015-05-22,23,1
2015-05-23,12,19
2015-05-23,13,15
2015-05-23,14,6
2015-05-23,15,4
2015-05-23,16,21
2015-05-23,17,10
2015-05-23,18,15
2015-05-23,19,14
2015-05-23,20,17
2015-05-23,21,21
2015-05-23,22,6
2015-05-24,11,11
2015-05-24,12,10
2015-05-24,13,16
2015-05-24,14,9
2015-05-24,15,13
2015-05-24,16,16
2015-05-24,17,14
2015-05-24,18,12
2015-05-24,19,10
2015-05-24,20,10
2015-05-24,21,9
2015-05-24,22,4
2015-05-25,11,9
2015-05-25,12,24
2015-05-25,13,10
2015-05-25,14,12
2015-05-25,15,5
2015-05-25,16,8
2015-05-25,17,10
2015-05-25,18,12
2015-05-25,19,14
2015-05-25,20,12
2015-05-25,21,8
2015-05-25,22,1
2015-05-26,11,3
2015-05-26,12,10
2015-05-26,13,18
2015-05-26,14,4
2015-05-26,15,4
2015-05-26,16,8
2015-05-26,17,15
2015-05-26,18,19
2015-05-26,19,11
2015-05-26,20,11
2015-05-26,21,8
2015-05-26,22,4
2015-05-27,11,10
2015-05-27,12,11
2015-05-27,13,20
2015-05-27,14,13
2015-05-27,15,9
2015-05-27,16,3
2015-05-27,17,21
2015-05-27,18,15
2015-05-27,19,8
2015-05-27,20,4
2015-05-27,21,1
2015-05-27,22,9
2015-05-28,11,10
2015-05-28,12,25
2015-05-28,13,22
2015-05-28,14,11
2015-05-28,15,13
2015-05-28,16,2
2015-05-28,17,7
2015-05-28,18,17
2015-05-28,19,12
2015-05-28,20,1
2015-05-28,22,1
2015-05-29,11,7
2015-05-29,12,11
2015-05-29,13,38
2015-05-29,14,10
2015-05-29,15,11
2015-05-29,16,13
2015-05-29,17,8
2015-05-29,18,21
2015-05-29,19,14
2015-05-29,20,19
2015-05-29,21,21
2015-05-29,22,8
2015-05-30,11,12
2015-05-30,12,7
2015-05-30,13,20
2015-05-30,14,3
2015-05-30,15,18
2015-05-30,16,17
2015-05-30,17,10
2015-05-30,18,15
2015-05-30,19,6
2015-05-30,20,26
2015-05-30,21,12
2015-05-30,22,4
2015-05-31,12,3
2015-05-31,13,12
2015-05-31,14,6
2015-05-31,15,8
2015-05-31,16,16
2015-05-31,17,13
2015-05-31,18,17
2015-05-31,19,15
2015-05-31,20,7
2015-05-31,21,9
2015-05-31,22,2
2015-06-01,11,12
2015-06-01,12,46
2015-06-01,13,11
2015-06-01,14,18
2015-06-01,15,25
2015-06-01,16,8
2015-06-01,17,14
2015-06-01,18,22
2015-06-01,19,14
2015-06-01,20,5
2015-06-01,21,9
2015-06-02,11,9
2015-06-02,12,27
2015-06-02,13,21
2015-06-02,14,9
2015-06-02,15,12
2015-06-02,16,20
2015-06-02,17,13
2015-06-02,18,10
2015-06-02,19,10
2015-06-02,20,2
2015-06-02,21,5
2015-06-02,22,9
2015-06-03,11,5
2015-06-03,12,25
2015-06-03,13,12
2015-06-03,14,12
2015-06-03,15,11
2015-06-03,16,12
2015-06-03,17,16
2015-06-03,18,3
2015-06-03,19,5
2015-06-03,20,9
2015-06-03,21,3
2015-06-04,11,4
2015-06-04,12,49
2015-06-04,13,18
2015-06-04,14,6
2015-06-04,15,6
2015-06-04,16,18
2015-06-04,17,5
2015-06-04,18,14
2015-06-04,19,12
2015-06-04,20,7
2015-06-04,21,2
2015-06-05,11,7
2015-06-05,12,19
2015-06-05,13,10
2015-06-05,14,16
2015-06-05,15,19
2015-06-05,16,8
2015-06-05,17,12
2015-06-05,18,29
2015-06-05,19,15
2015-06-05,20,9
2015-06-05,21,10
2015-06-05,22,4
2015-06-05,23,1
2015-06-06,12,18
2015-06-06,13,17
2015-06-06,14,7
2015-06-06,15,9
2015-06-06,16,11
2015-06-06,17,14
2015-06-06,18,14
2015-06-06,19,19
2015-06-06,20,8
2015-06-06,21,6
2015-06-06,22,9
2015-06-06,23,4
2015-06-07,11,2
2015-06-07,12,11
2015-06-07,13,8
2015-06-07,14,6
2015-06-07,15,15
2015-06-07,16,14
2015-06-07,17,17
2015-06-07,18,22
2015-06-07,19,8
2015-06-07,20,3
2015-06-07,21,6
2015-06-07,22,5
2015-06-08,11,7
2015-06-08,12,15
2015-06-08,13,29
2015-06-08,14,7
2015-06-08,15,2
2015-06-08,16,9
2015-06-08,17,15
2015-06-08,18,24
2015-06-08,19,10
2015-06-08,20,8
2015-06-08,21,7
2015-06-08,22,1
2015-06-09,11,9
2015-06-09,12,29
2015-06-09,13,11
2015-06-09,14,20
2015-06-09,15,3
2015-06-09,16,12
2015-06-09,17,20
2015-06-09,18,12
2015-06-09,19,12
2015-06-09,20,14
2015-06-09,21,5
2015-06-10,11,4
2015-06-10,12,41
2015-06-10,13,18
2015-06-10,14,5
2015-06-10,15,6
2015-06-10,16,6
2015-06-10,17,11
2015-06-10,18,21
2015-06-10,19,3
2015-06-10,20,6
2015-06-10,21,1
2015-06-10,22,2
2015-06-11,11,6
2015-06-11,12,28
2015-06-11,13,22
2015-06-11,14,28
2015-06-11,15,10
2015-06-11,16,10
2015-06-11,17,16
2015-06-11,18,18
2015-06-11,19,4
2015-06-11,20,10
2015-06-11,21,6
2015-06-12,11,1
2015-06-12,12,16
2015-06-12,13,19
2015-06-12,14,8
2015-06-12,15,16
2015-06-12,16,6
2015-06-12,17,20
2015-06-12,18,12
2015-06-12,19,9
2015-06-12,20,18
2015-06-12,21,5
2015-06-12,22,1
2015-06-13,12,5
2015-06-13,13,29
2015-06-13,14,15
2015-06-13,15,2
2015-06-13,16,22
2015-06-13,17,8
2015-06-13,18,20
2015-06-13,19,11
2015-06-13,20,23
2015-06-13,21,12
2015-06-13,22,6
2015-06-14,12,16
2015-06-14,13,13
2015-06-14,14,11
2015-06-14,15,8
2015-06-14,16,14
2015-06-14,17,6
2015-06-14,18,23
2015-06-14,19,7
2015-06-14,20,8
2015-06-14,21,7
2015-06-15,11,3
2015-06-15,12,33
2015-06-15,13,17
2015-06-15,14,4
2015-06-15,15,11
2015-06-15,16,21
2015-06-15,17,12
2015-06-15,18,19
2015-06-15,19,10
2015-06-15,20,10
2015-06-15,21,8
2015-06-15,22,4
2015-06-16,11,3
2015-06-16,12,23
2015-06-16,13,20
2015-06-16,14,4
2015-06-16,15,2
2015-06-16,16,11
2015-06-16,17,14
2015-06-16,18,10
2015-06-16,19,18
2015-06-16,20,4
2015-06-16,21,1
2015-06-16,22,6
2015-06-17,10,2
2015-06-17,11,22
2015-06-17,12,28
2015-06-17,13,3
2015-06-17,14,10
2015-06-17,15,16
2015-06-17,16,8
2015-06-17,17,14
2015-06-17,18,13
2015-06-17,19,4
2015-06-17,20,2
2015-06-17,21,4
2015-06-18,11,10
2015-06-18,12,21
2015-06-18,13,18
2015-06-18,14,10
2015-06-18,15,3
2015-06-18,16,19
2015-06-18,17,7
2015-06-18,18,15
2015-06-18,19,10
2015-06-18,20,2
2015-06-18,21,1
2015-06-19,11,5
2015-06-19,12,16
2015-06-19,13,23
2015-06-19,14,22
2015-06-19,15,13
2015-06-19,16,17
2015-06-19,17,9
2015-06-19,18,8
2015-06-19,19,8
2015-06-19,20,19
2015-06-19,21,19
2015-06-19,22,8
2015-06-20,11,9
2015-06-20,12,21
2015-06-20,13,17
2015-06-20,14,6
2015-06-20,15,4
2015-06-20,16,10
2015-06-20,17,13
2015-06-20,18,14
2015-06-20,19,2
2015-06-20,20,14
2015-06-20,21,9
2015-06-20,22,8
2015-06-20,23,1
2015-06-21,11,4
2015-06-21,12,3
2015-06-21,13,16
2015-06-21,14,28
2015-06-21,15,8
2015-06-21,16,9
2015-06-21,17,7
2015-06-21,18,12
2015-06-21,19,9
2015-06-21,20,7
2015-06-21,21,9
2015-06-21,22,3
2015-06-22,11,8
2015-06-22,12,22
2015-06-22,13,27
2015-06-22,14,6
2015-06-22,15,11
2015-06-22,16,5
2015-06-22,17,10
2015-06-22,18,14
2015-06-22,19,16
2015-06-22,20,10
2015-06-22,21,6
2015-06-22,22,5
2015-06-23,11,5
2015-06-23,12,22
2015-06-23,13,11
2015-06-23,14,16
2015-06-23,15,7
2015-06-23,16,7
2015-06-23,17,6
2015-06-23,18,18
2015-06-23,19,9
2015-06-23,20,12
2015-06-23,21,10
2015-06-23,22,1
2015-06-24,11,3
2015-06-24,12,14
2015-06-24,13,21
2015-06-24,14,16
2015-06-24,15,1
2015-06-24,16,7
2015-06-24,17,27
2015-06-24,18,13
2015-06-24,19,17
2015-06-24,20,10
2015-06-24,21,7
2015-06-24,22,1
2015-06-25,11,11
2015-06-25,12,28
2015-06-25,13,20
2015-06-25,14,10
2015-06-25,15,14
2015-06-25,16,5
2015-06-25,17,18
2015-06-25,18,7
2015-06-25,19,17
2015-06-25,20,10
2015-06-25,21,4
2015-06-25,22,4
2015-06-26,11,12
2015-06-26,12,18
2015-06-26,13,15
2015-06-26,14,13
2015-06-26,15,11
2015-06-26,16,20
2015-06-26,17,7
2015-06-26,18,18
2015-06-26,19,7
2015-06-26,20,17
2015-06-26,21,13
2015-06-26,22,5
2015-06-26,23,7
2015-06-27,11,14
2015-06-27,12,18
2015-06-27,13,8
2015-06-27,14,8
2015-06-27,15,18
2015-06-27,16,5
2015-06-27,17,20
2015-06-27,18,34
2015-06-27,19,22
2015-06-27,20,10
2015-06-27,21,8
2015-06-27,22,6
2015-06-28,12,7
2015-06-28,13,4
2015-06-28,14,12
2015-06-28,15,16
2015-06-28,16,9
2015-06-28,17,17
2015-06-28,18,6
2015-06-28,19,13
2015-06-28,20,6
2015-06-28,21,4
2015-06-28,22,1
2015-06-29,11,13
2015-06-29,12,23
2015-06-29,13,6
2015-06-29,14,4
2015-06-29,15,7
2015-06-29,16,9
2015-06-29,17,21
2015-06-29,18,18
2015-06-29,19,4
2015-06-29,20,9
2015-06-29,21,3
2015-06-29,22,1
2015-06-30,11,12
2015-06-30,12,10
2015-06-30,13,34
2015-06-30,14,18
2015-06-30,15,8
2015-06-30,16,12
2015-06-30,17,7
2015-06-30,18,12
2015-06-30,19,2
2015-06-30,20,9
2015-06-30,21,5
2015-06-30,22,1
2015-07-01,11,12
2015-07-01,12,6
2015-07-01,13,25
2015-07-01,14,3
2015-07-01,15,10
2015-07-01,16,13
2015-07-01,17,26
2015-07-01,18,21
2015-07-01,19,9
2015-07-01,20,9
2015-07-01,21,3
2015-07-02,10,3
2015-07-02,11,17
2015-07-02,12,18
2015-07-02,13,23
2015-07-02,15,10
2015-07-02,16,18
2015-07-02,17,23
2015-07-02,18,6
2015-07-02,19,11
2015-07-02,20,3
2015-07-02,21,6
2015-07-03,11,12
2015-07-03,12,30
2015-07-03,13,24
2015-07-03,14,8
2015-07-03,15,9
2015-07-03,16,10
2015-07-03,17,13
2015-07-03,18,22
2015-07-03,19,18
2015-07-03,20,35
2015-07-03,21,19
2015-07-03,22,13
2015-07-04,12,13
2015-07-04,13,16
2015-07-04,14,14
2015-07-04,15,13
2015-07-04,16,18
2015-07-04,17,24
2015-07-04,18,25
2015-07-04,19,31
2015-07-04,20,25
2015-07-04,21,34
2015-07-04,22,17
2015-07-04,23,4
2015-07-05,11,1
2015-07-05,12,19
2015-07-05,13,5
2015-07-05,14,4
2015-07-05,15,13
2015-07-05,16,6
2015-07-05,17,7
2015-07-05,18,15
2015-07-05,19,8
2015-07-05,20,14
2015-07-05,21,4
2015-07-06,11,5
2015-07-06,12,33
2015-07-06,13,23
2015-07-06,14,8
2015-07-06,15,6
2015-07-06,16,2
2015-07-06,17,17
2015-07-06,18,21
2015-07-06,19,6
2015-07-06,20,5
2015-07-06,21,1
2015-07-06,22,3
2015-07-07,11,11
2015-07-07,12,17
2015-07-07,13,29
2015-07-07,15,15
2015-07-07,16,11
2015-07-07,17,22
2015-07-07,18,14
2015-07-07,19,11
2015-07-07,20,9
2015-07-07,21,1
2015-07-07,22,2
2015-07-08,11,15
2015-07-08,12,23
2015-07-08,13,14
2015-07-08,14,21
2015-07-08,15,5
2015-07-08,16,6
2015-07-08,17,11
2015-07-08,18,13
2015-07-08,19,14
2015-07-08,20,6
2015-07-08,21,6
2015-07-08,22,8
2015-07-09,11,8
2015-07-09,12,26
2015-07-09,13,19
2015-07-09,14,2
2015-07-09,15,4
2015-07-09,16,19
2015-07-09,17,15
2015-07-09,18,12
2015-07-09,19,18
2015-07-09,20,8
2015-07-09,21,4
2015-07-10,11,4
2015-07-10,12,24
2015-07-10,13,10
2015-07-10,14,9
2015-07-10,15,24
2015-07-10,16,9
2015-07-10,17,8
2015-07-10,18,16
2015-07-10,19,13
2015-07-10,20,7
2015-07-10,21,4
2015-07-10,22,20
2015-07-11,11,1
2015-07-11,12,9
2015-07-11,13,16
2015-07-11,14,5
2015-07-11,15,6
2015-07-11,16,14
2015-07-11,17,9
2015-07-11,18,14
2015-07-11,19,20
2015-07-11,20,19
2015-07-11,21,10
2015-07-11,22,2
2015-07-12,11,3
2015-07-12,12,7
2015-07-12,13,19
2015-07-12,14,8
2015-07-12,15,2
2015-07-12,16,15
2015-07-12,17,18
2015-07-12,18,24
2015-07-12,19,4
2015-07-12,20,6
2015-07-12,21,8
2015-07-12,22,12
2015-07-12,23,2
2015-07-13,11,22
2015-07-13,12,20
2015-07-13,13,20
2015-07-13,14,4
2015-07-13,15,9
2015-07-13,16,7
2015-07-13,17,12
2015-07-13,18,12
2015-07-13,19,15
2015-07-13,20,2
2015-07-13,21,1
2015-07-14,11,5
2015-07-14,12,15
2015-07-14,13,25
2015-07-14,14,5
2015-07-14,15,6
2015-07-14,16,10
2015-07-14,17,7
2015-07-14,18,6
2015-07-14,19,22
2015-07-14,20,9
2015-07-14,21,5
2015-07-14,22,4
2015-07-15,11,12
2015-07-15,12,20
2015-07-15,13,14
2015-07-15,14,17
2015-07-15,15,16
2015-07-15,16,21
2015-07-15,17,17
2015-07-15,18,9
2015-07-15,19,4
2015-07-15,20,6
2015-07-15,21,9
2015-07-15,22,9
2015-07-16,11,5
2015-07-16,12,33
2015-07-16,13,5
2015-07-16,14,8
2015-07-16,15,11
2015-07-16,16,19
2015-07-16,17,14
2015-07-16,18,14
2015-07-16,19,15
2015-07-16,20,8
2015-07-16,21,5
2015-07-16,22,9
2015-07-17,11,4
2015-07-17,12,13
2015-07-17,13,32
2015-07-17,14,24
2015-07-17,15,9
2015-07-17,16,15
2015-07-17,17,12
2015-07-17,18,15
2015-07-17,19,10
2015-07-17,20,17
2015-07-17,21,23
2015-07-17,22,11
2015-07-17,23,2
2015-07-18,11,2
2015-07-18,12,13
2015-07-18,13,13
2015-07-18,14,4
2015-07-18,15,13
2015-07-18,16,20
2015-07-18,17,6
2015-07-18,18,23
2015-07-18,19,23
2015-07-18,20,7
2015-07-18,21,5
2015-07-18,22,1
2015-07-19,12,7
2015-07-19,13,24
2015-07-19,14,9
2015-07-19,15,16
2015-07-19,16,14
2015-07-19,17,12
2015-07-19,18,22
2015-07-19,19,9
2015-07-19,21,7
2015-07-19,22,1
2015-07-20,11,19
2015-07-20,12,6
2015-07-20,13,16
2015-07-20,14,21
2015-07-20,15,16
2015-07-20,16,4
2015-07-20,17,12
2015-07-20,18,19
2015-07-20,19,27
2015-07-20,20,8
2015-07-20,21,1
2015-07-21,11,17
2015-07-21,12,16
2015-07-21,13,8
2015-07-21,14,8
2015-07-21,15,17
2015-07-21,16,13
2015-07-21,17,6
2015-07-21,18,14
2015-07-21,19,7
2015-07-21,20,8
2015-07-21,21,5
2015-07-22,11,16
2015-07-22,12,14
2015-07-22,13,20
2015-07-22,14,6
2015-07-22,15,8
2015-07-22,16,12
2015-07-22,17,20
2015-07-22,18,12
2015-07-22,19,16
2015-07-22,20,2
2015-07-22,21,8
2015-07-22,22,3
2015-07-23,11,10
2015-07-23,12,10
2015-07-23,13,31
2015-07-23,14,17
2015-07-23,15,6
2015-07-23,16,10
2015-07-23,17,12
2015-07-23,18,13
2015-07-23,19,12
2015-07-23,20,8
2015-07-23,21,6
2015-07-23,22,2
2015-07-24,11,17
2015-07-24,12,33
2015-07-24,13,15
2015-07-24,14,22
2015-07-24,15,4
2015-07-24,16,7
2015-07-24,17,20
2015-07-24,18,36
2015-07-24,19,17
2015-07-24,20,7
2015-07-24,21,11
2015-07-24,22,7
2015-07-25,11,5
2015-07-25,12,18
2015-07-25,13,2
2015-07-25,14,7
2015-07-25,15,5
2015-07-25,16,10
2015-07-25,17,15
2015-07-25,18,20
2015-07-25,19,25
2015-07-25,20,15
2015-07-25,21,8
2015-07-25,22,5
2015-07-26,11,6
2015-07-26,12,7
2015-07-26,13,20
2015-07-26,14,5
2015-07-26,15,9
2015-07-26,16,16
2015-07-26,17,10
2015-07-26,18,7
2015-07-26,19,10
2015-07-26,20,11
2015-07-26,21,5
2015-07-26,22,4
2015-07-26,23,2
2015-07-27,11,4
2015-07-27,12,11
2015-07-27,13,39
2015-07-27,14,3
2015-07-27,15,8
2015-07-27,16,12
2015-07-27,17,12
2015-07-27,18,11
2015-07-27,19,8
2015-07-27,20,12
2015-07-27,21,3
2015-07-27,22,6
2015-07-28,11,7
2015-07-28,12,30
2015-07-28,13,7
2015-07-28,14,11
2015-07-28,15,6
2015-07-28,16,9
2015-07-28,17,22
2015-07-28,18,24
2015-07-28,19,12
2015-07-28,20,4
2015-07-29,12,9
2015-07-29,13,31
2015-07-29,14,11
2015-07-29,15,9
2015-07-29,16,12
2015-07-29,17,7
2015-07-29,18,15
2015-07-29,19,8
2015-07-29,20,10
2015-07-29,21,4
2015-07-30,11,12
2015-07-30,12,13
2015-07-30,13,48
2015-07-30,14,9
2015-07-30,15,3
2015-07-30,16,17
2015-07-30,17,15
2015-07-30,18,12
2015-07-30,19,4
2015-07-30,20,6
2015-07-30,21,4
2015-07-30,22,6
2015-07-31,11,11
2015-07-31,12,8
2015-07-31,13,20
2015-07-31,14,5
2015-07-31,15,10
2015-07-31,16,11
2015-07-31,17,4
2015-07-31,18,18
2015-07-31,19,17
2015-07-31,20,17
2015-07-31,21,3
2015-07-31,22,8
2015-08-01,11,5
2015-08-01,12,4
2015-08-01,13,14
2015-08-01,14,21
2015-08-01,15,9
2015-08-01,16,16
2015-08-01,17,13
2015-08-01,18,26
2015-08-01,19,13
2015-08-01,20,17
2015-08-01,21,8
2015-08-01,22,8
2015-08-02,12,17
2015-08-02,13,23
2015-08-02,14,4
2015-08-02,15,5
2015-08-02,16,8
2015-08-02,17,22
2015-08-02,18,8
2015-08-02,19,2
2015-08-02,20,14
2015-08-02,21,8
2015-08-02,22,3
2015-08-03,11,6
2015-08-03,12,10
2015-08-03,13,18
2015-08-03,14,22
2015-08-03,15,5
2015-08-03,16,7
2015-08-03,17,6
2015-08-03,18,9
2015-08-03,19,16
2015-08-03,20,10
2015-08-03,21,8
2015-08-04,11,14
2015-08-04,12,13
2015-08-04,13,25
2015-08-04,14,7
2015-08-04,15,3
2015-08-04,16,18
2015-08-04,17,7
2015-08-04,18,13
2015-08-04,19,8
2015-08-04,20,4
2015-08-04,21,7
2015-08-04,22,3
2015-08-05,11,12
2015-08-05,12,20
2015-08-05,13,9
2015-08-05,14,14
2015-08-05,15,11
2015-08-05,16,5
2015-08-05,17,14
2015-08-05,18,20
2015-08-05,19,13
2015-08-05,20,8
2015-08-05,21,2
2015-08-05,22,2
2015-08-06,11,12
2015-08-06,12,23
2015-08-06,13,12
2015-08-06,14,22
2015-08-06,15,6
2015-08-06,16,8
2015-08-06,17,21
2015-08-06,18,13
2015-08-06,19,12
